CONTRACT_ID|PLAN_ID|RXCUI|TIER|QUANTITY_LIMIT_YN|QUANTITY_LIMIT_AMOUNT|QUANTITY_LIMIT_DAYS|PRIOR_AUTH_YN|STEP_THERAPY_YN|CAPPED_BENEFIT_YN|GAP_COV
H0028|014|1551474|2|1|120|30|Y|N|N|Y
H0028|014|312950|1|1|6|30|N|N|N|Y
H0028|014|314229|1|1|6|30|N|N|N|Y
H0028|014|314228|1|1|6|30|N|N|N|Y
H0028|016|1551474|2|1|120|30|Y|N|N|N
H0028|016|312950|1|1|6|30|N|N|N|N
H0028|016|314229|1|1|6|30|N|N|N|N
H0028|016|314228|1|1|6|30|N|N|N|N
H0028|017|1551474|2|1|120|30|Y|N|N|N
H0028|017|312950|1|1|6|30|N|N|N|N
H0028|017|314229|1|1|6|30|N|N|N|N
H0028|017|314228|1|1|6|30|N|N|N|N
H0028|019|1551474|2|1|120|30|Y|N|N|Y
H0028|019|312950|1|1|6|30|N|N|N|Y
H0028|019|314229|1|1|6|30|N|N|N|Y
H0028|019|314228|1|1|6|30|N|N|N|Y
H0028|021|1551474|2|1|120|30|Y|N|N|N
H0028|021|312950|1|1|6|30|N|N|N|N
H0028|021|314229|1|1|6|30|N|N|N|N
H0028|021|314228|1|1|6|30|N|N|N|N
H0028|024|1551474|2|1|120|30|Y|N|N|Y
H0028|024|312950|1|1|6|30|N|N|N|Y
H0028|024|314229|1|1|6|30|N|N|N|Y
H0028|024|314228|1|1|6|30|N|N|N|Y
H0028|025|1551474|2|1|120|30|Y|N|N|Y
H0028|025|312950|1|1|6|30|N|N|N|Y
H0028|025|314229|1|1|6|30|N|N|N|Y
H0028|025|314228|1|1|6|30|N|N|N|Y
H0028|027|1551474|2|1|120|30|Y|N|N|N
H0028|027|312950|1|1|6|30|N|N|N|N
H0028|027|314229|1|1|6|30|N|N|N|N
H0028|027|314228|1|1|6|30|N|N|N|N
H0028|028|1551474|2|1|120|30|Y|N|N|N
H0028|028|312950|1|1|6|30|N|N|N|N
H0028|028|314229|1|1|6|30|N|N|N|N
H0028|028|314228|1|1|6|30|N|N|N|N
H0028|029|1551474|2|1|120|30|Y|N|N|Y
H0028|029|312950|1|1|6|30|N|N|N|Y
H0028|029|314229|1|1|6|30|N|N|N|Y
H0028|029|314228|1|1|6|30|N|N|N|Y
H0028|030|1551474|2|1|120|30|Y|N|N|Y
H0028|030|312950|1|1|6|30|N|N|N|Y
H0028|030|314229|1|1|6|30|N|N|N|Y
H0028|030|314228|1|1|6|30|N|N|N|Y
H0028|046|1551474|2|1|120|30|Y|N|N|Y
H0028|046|312950|1|1|6|30|N|N|N|Y
H0028|046|314229|1|1|6|30|N|N|N|Y
H0028|046|314228|1|1|6|30|N|N|N|Y
H0028|047|1551474|2|1|120|30|Y|N|N|N
H0028|047|312950|1|1|6|30|N|N|N|N
H0028|047|314229|1|1|6|30|N|N|N|N
H0028|047|314228|1|1|6|30|N|N|N|N
H0028|048|1551474|2|1|120|30|Y|N|N|Y
H0028|048|312950|1|1|6|30|N|N|N|Y
H0028|048|314229|1|1|6|30|N|N|N|Y
H0028|048|314228|1|1|6|30|N|N|N|Y
H0028|050|1551474|2|1|120|30|Y|N|N|Y
H0028|050|312950|1|1|6|30|N|N|N|Y
H0028|050|314229|1|1|6|30|N|N|N|Y
H0028|050|314228|1|1|6|30|N|N|N|Y
H0028|051|1551474|2|1|120|30|Y|N|N|Y
H0028|051|312950|1|1|6|30|N|N|N|Y
H0028|051|314229|1|1|6|30|N|N|N|Y
H0028|051|314228|1|1|6|30|N|N|N|Y
H0028|052|1551474|2|1|120|30|Y|N|N|Y
H0028|052|312950|1|1|6|30|N|N|N|Y
H0028|052|314229|1|1|6|30|N|N|N|Y
H0028|052|314228|1|1|6|30|N|N|N|Y
H0028|053|1551474|2|1|120|30|Y|N|N|Y
H0028|053|312950|1|1|6|30|N|N|N|Y
H0028|053|314229|1|1|6|30|N|N|N|Y
H0028|053|314228|1|1|6|30|N|N|N|Y
H0028|054|1551474|2|1|120|30|Y|N|N|Y
H0028|054|312950|1|1|6|30|N|N|N|Y
H0028|054|314229|1|1|6|30|N|N|N|Y
H0028|054|314228|1|1|6|30|N|N|N|Y
H0028|055|1551474|2|1|120|30|Y|N|N|Y
H0028|055|312950|1|1|6|30|N|N|N|Y
H0028|055|314229|1|1|6|30|N|N|N|Y
H0028|055|314228|1|1|6|30|N|N|N|Y
H0028|056|1551474|2|1|120|30|Y|N|N|Y
H0028|056|312950|1|1|6|30|N|N|N|Y
H0028|056|314229|1|1|6|30|N|N|N|Y
H0028|056|314228|1|1|6|30|N|N|N|Y
H0028|057|1551474|2|1|120|30|Y|N|N|Y
H0028|057|312950|1|1|6|30|N|N|N|Y
H0028|057|314229|1|1|6|30|N|N|N|Y
H0028|057|314228|1|1|6|30|N|N|N|Y
H0074|001|402273|1|1|6|30|N|N|N|Y
H0074|001|349478|1|1|6|30|N|N|N|Y
H0074|001|349479|1|1|6|30|N|N|N|Y
H0074|001|349480|1|1|6|30|N|N|N|Y
H0074|001|312950|1|1|6|30|N|N|N|Y
H0074|001|314229|1|1|6|30|N|N|N|Y
H0074|001|314228|1|1|6|30|N|N|N|Y
H0074|002|402273|1|1|6|30|N|N|N|Y
H0074|002|349478|1|1|6|30|N|N|N|Y
H0074|002|349479|1|1|6|30|N|N|N|Y
H0074|002|349480|1|1|6|30|N|N|N|Y
H0074|002|312950|1|1|6|30|N|N|N|Y
H0074|002|314229|1|1|6|30|N|N|N|Y
H0074|002|314228|1|1|6|30|N|N|N|Y
H0088|002|402273|1|1|6|30|N|N|N|Y
H0088|002|349478|1|1|6|30|N|N|N|Y
H0088|002|349479|1|1|6|30|N|N|N|Y
H0088|002|349480|1|1|6|30|N|N|N|Y
H0088|002|312950|1|1|6|30|N|N|N|Y
H0088|002|314229|1|1|6|30|N|N|N|Y
H0088|002|314228|1|1|6|30|N|N|N|Y
H0088|003|402273|1|1|6|30|N|N|N|Y
H0088|003|349478|1|1|6|30|N|N|N|Y
H0088|003|349479|1|1|6|30|N|N|N|Y
H0088|003|349480|1|1|6|30|N|N|N|Y
H0088|003|312950|1|1|6|30|N|N|N|Y
H0088|003|314229|1|1|6|30|N|N|N|Y
H0088|003|314228|1|1|6|30|N|N|N|Y
H0111|001|402273|1|1|6|30|N|N|N|Y
H0111|001|349478|1|1|6|30|N|N|N|Y
H0111|001|349479|1|1|6|30|N|N|N|Y
H0111|001|349480|1|1|6|30|N|N|N|Y
H0111|001|312950|1|1|6|30|N|N|N|Y
H0111|001|314229|1|1|6|30|N|N|N|Y
H0111|001|314228|1|1|6|30|N|N|N|Y
H0111|002|402273|1|1|6|30|N|N|N|Y
H0111|002|349478|1|1|6|30|N|N|N|Y
H0111|002|349479|1|1|6|30|N|N|N|Y
H0111|002|349480|1|1|6|30|N|N|N|Y
H0111|002|312950|1|1|6|30|N|N|N|Y
H0111|002|314229|1|1|6|30|N|N|N|Y
H0111|002|314228|1|1|6|30|N|N|N|Y
H0111|003|402273|1|1|6|30|N|N|N|Y
H0111|003|349478|1|1|6|30|N|N|N|Y
H0111|003|349479|1|1|6|30|N|N|N|Y
H0111|003|349480|1|1|6|30|N|N|N|Y
H0111|003|312950|1|1|6|30|N|N|N|Y
H0111|003|314229|1|1|6|30|N|N|N|Y
H0111|003|314228|1|1|6|30|N|N|N|Y
H0174|002|402273|1|1|6|30|N|N|N|Y
H0174|002|349478|1|1|6|30|N|N|N|Y
H0174|002|349479|1|1|6|30|N|N|N|Y
H0174|002|349480|1|1|6|30|N|N|N|Y
H0174|002|312950|1|1|6|30|N|N|N|Y
H0174|002|314229|1|1|6|30|N|N|N|Y
H0174|002|314228|1|1|6|30|N|N|N|Y
H0174|008|402273|1|1|6|30|N|N|N|Y
H0174|008|349478|1|1|6|30|N|N|N|Y
H0174|008|349479|1|1|6|30|N|N|N|Y
H0174|008|349480|1|1|6|30|N|N|N|Y
H0174|008|312950|1|1|6|30|N|N|N|Y
H0174|008|314229|1|1|6|30|N|N|N|Y
H0174|008|314228|1|1|6|30|N|N|N|Y
H0174|010|402273|1|1|6|30|N|N|N|Y
H0174|010|349478|1|1|6|30|N|N|N|Y
H0174|010|349479|1|1|6|30|N|N|N|Y
H0174|010|349480|1|1|6|30|N|N|N|Y
H0174|010|312950|1|1|6|30|N|N|N|Y
H0174|010|314229|1|1|6|30|N|N|N|Y
H0174|010|314228|1|1|6|30|N|N|N|Y
H0174|014|402273|1|1|6|30|N|N|N|Y
H0174|014|349478|1|1|6|30|N|N|N|Y
H0174|014|349479|1|1|6|30|N|N|N|Y
H0174|014|349480|1|1|6|30|N|N|N|Y
H0174|014|312950|1|1|6|30|N|N|N|Y
H0174|014|314229|1|1|6|30|N|N|N|Y
H0174|014|314228|1|1|6|30|N|N|N|Y
H0174|015|402273|1|1|6|30|N|N|N|Y
H0174|015|349478|1|1|6|30|N|N|N|Y
H0174|015|349479|1|1|6|30|N|N|N|Y
H0174|015|349480|1|1|6|30|N|N|N|Y
H0174|015|312950|1|1|6|30|N|N|N|Y
H0174|015|314229|1|1|6|30|N|N|N|Y
H0174|015|314228|1|1|6|30|N|N|N|Y
H0174|016|402273|1|1|6|30|N|N|N|Y
H0174|016|349478|1|1|6|30|N|N|N|Y
H0174|016|349479|1|1|6|30|N|N|N|Y
H0174|016|349480|1|1|6|30|N|N|N|Y
H0174|016|312950|1|1|6|30|N|N|N|Y
H0174|016|314229|1|1|6|30|N|N|N|Y
H0174|016|314228|1|1|6|30|N|N|N|Y
H0174|017|402273|1|1|6|30|N|N|N|Y
H0174|017|349478|1|1|6|30|N|N|N|Y
H0174|017|349479|1|1|6|30|N|N|N|Y
H0174|017|349480|1|1|6|30|N|N|N|Y
H0174|017|312950|1|1|6|30|N|N|N|Y
H0174|017|314229|1|1|6|30|N|N|N|Y
H0174|017|314228|1|1|6|30|N|N|N|Y
H0174|018|402273|1|1|6|30|N|N|N|Y
H0174|018|349478|1|1|6|30|N|N|N|Y
H0174|018|349479|1|1|6|30|N|N|N|Y
H0174|018|349480|1|1|6|30|N|N|N|Y
H0174|018|312950|1|1|6|30|N|N|N|Y
H0174|018|314229|1|1|6|30|N|N|N|Y
H0174|018|314228|1|1|6|30|N|N|N|Y
H0174|019|402273|1|1|6|30|N|N|N|Y
H0174|019|349478|1|1|6|30|N|N|N|Y
H0174|019|349479|1|1|6|30|N|N|N|Y
H0174|019|349480|1|1|6|30|N|N|N|Y
H0174|019|312950|1|1|6|30|N|N|N|Y
H0174|019|314229|1|1|6|30|N|N|N|Y
H0174|019|314228|1|1|6|30|N|N|N|Y
H0174|020|402273|1|1|6|30|N|N|N|Y
H0174|020|349478|1|1|6|30|N|N|N|Y
H0174|020|349479|1|1|6|30|N|N|N|Y
H0174|020|349480|1|1|6|30|N|N|N|Y
H0174|020|312950|1|1|6|30|N|N|N|Y
H0174|020|314229|1|1|6|30|N|N|N|Y
H0174|020|314228|1|1|6|30|N|N|N|Y
H0174|021|402273|1|1|6|30|N|N|N|Y
H0174|021|349478|1|1|6|30|N|N|N|Y
H0174|021|349479|1|1|6|30|N|N|N|Y
H0174|021|349480|1|1|6|30|N|N|N|Y
H0174|021|312950|1|1|6|30|N|N|N|Y
H0174|021|314229|1|1|6|30|N|N|N|Y
H0174|021|314228|1|1|6|30|N|N|N|Y
H0270|001|402273|1|1|6|30|N|N|N|Y
H0270|001|349478|1|1|6|30|N|N|N|Y
H0270|001|349479|1|1|6|30|N|N|N|Y
H0270|001|349480|1|1|6|30|N|N|N|Y
H0270|001|312950|1|1|6|30|N|N|N|Y
H0270|001|314229|1|1|6|30|N|N|N|Y
H0270|001|314228|1|1|6|30|N|N|N|Y
H0271|052|312950|2|1|4|30|N|N|N|Y
H0271|052|1367410|2|0| | |N|N|N|Y
H0271|052|310410|2|0| | |N|N|N|Y
H0271|052|309594|2|0| | |N|N|N|Y
H0271|052|314229|2|1|4|30|N|N|N|Y
H0271|052|314228|2|1|4|30|N|N|N|Y
H0271|057|312950|2|1|4|30|N|N|N|Y
H0271|057|1367410|2|0| | |N|N|N|Y
H0271|057|310410|2|0| | |N|N|N|Y
H0271|057|309594|2|0| | |N|N|N|Y
H0271|057|314229|2|1|4|30|N|N|N|Y
H0271|057|314228|2|1|4|30|N|N|N|Y
H0294|002|312950|2|1|4|30|N|N|N|Y
H0294|002|1367410|2|0| | |N|N|N|Y
H0294|002|310410|2|0| | |N|N|N|Y
H0294|002|309594|2|0| | |N|N|N|Y
H0294|002|314229|2|1|4|30|N|N|N|Y
H0294|002|314228|2|1|4|30|N|N|N|Y
H0294|004|312950|2|1|4|30|N|N|N|Y
H0294|004|1367410|2|0| | |N|N|N|Y
H0294|004|310410|2|0| | |N|N|N|Y
H0294|004|309594|2|0| | |N|N|N|Y
H0294|004|314229|2|1|4|30|N|N|N|Y
H0294|004|314228|2|1|4|30|N|N|N|Y
H0294|010|312950|2|1|4|30|N|N|N|Y
H0294|010|1367410|2|0| | |N|N|N|Y
H0294|010|310410|2|0| | |N|N|N|Y
H0294|010|309594|2|0| | |N|N|N|Y
H0294|010|314229|2|1|4|30|N|N|N|Y
H0294|010|314228|2|1|4|30|N|N|N|Y
H0294|011|312950|2|1|4|30|N|N|N|Y
H0294|011|1367410|2|0| | |N|N|N|Y
H0294|011|310410|2|0| | |N|N|N|Y
H0294|011|309594|2|0| | |N|N|N|Y
H0294|011|314229|2|1|4|30|N|N|N|Y
H0294|011|314228|2|1|4|30|N|N|N|Y
H0294|012|312950|2|1|4|30|N|N|N|Y
H0294|012|1367410|2|0| | |N|N|N|Y
H0294|012|310410|2|0| | |N|N|N|Y
H0294|012|309594|2|0| | |N|N|N|Y
H0294|012|314229|2|1|4|30|N|N|N|Y
H0294|012|314228|2|1|4|30|N|N|N|Y
H0294|015|312950|2|1|4|30|N|N|N|Y
H0294|015|1367410|2|0| | |N|N|N|Y
H0294|015|310410|2|0| | |N|N|N|Y
H0294|015|309594|2|0| | |N|N|N|Y
H0294|015|314229|2|1|4|30|N|N|N|Y
H0294|015|314228|2|1|4|30|N|N|N|Y
H0294|016|312950|2|1|4|30|N|N|N|Y
H0294|016|1367410|2|0| | |N|N|N|Y
H0294|016|310410|2|0| | |N|N|N|Y
H0294|016|309594|2|0| | |N|N|N|Y
H0294|016|314229|2|1|4|30|N|N|N|Y
H0294|016|314228|2|1|4|30|N|N|N|Y
H0294|017|312950|2|1|4|30|N|N|N|Y
H0294|017|1367410|2|0| | |N|N|N|Y
H0294|017|310410|2|0| | |N|N|N|Y
H0294|017|309594|2|0| | |N|N|N|Y
H0294|017|314229|2|1|4|30|N|N|N|Y
H0294|017|314228|2|1|4|30|N|N|N|Y
H0294|018|312950|2|1|4|30|N|N|N|Y
H0294|018|1367410|2|0| | |N|N|N|Y
H0294|018|310410|2|0| | |N|N|N|Y
H0294|018|309594|2|0| | |N|N|N|Y
H0294|018|314229|2|1|4|30|N|N|N|Y
H0294|018|314228|2|1|4|30|N|N|N|Y
H0294|019|312950|2|1|4|30|N|N|N|Y
H0294|019|1367410|2|0| | |N|N|N|Y
H0294|019|310410|2|0| | |N|N|N|Y
H0294|019|309594|2|0| | |N|N|N|Y
H0294|019|314229|2|1|4|30|N|N|N|Y
H0294|019|314228|2|1|4|30|N|N|N|Y
H0294|020|312950|2|1|4|30|N|N|N|Y
H0294|020|1367410|2|0| | |N|N|N|Y
H0294|020|310410|2|0| | |N|N|N|Y
H0294|020|309594|2|0| | |N|N|N|Y
H0294|020|314229|2|1|4|30|N|N|N|Y
H0294|020|314228|2|1|4|30|N|N|N|Y
H0294|021|312950|2|1|4|30|N|N|N|Y
H0294|021|1367410|2|0| | |N|N|N|Y
H0294|021|310410|2|0| | |N|N|N|Y
H0294|021|309594|2|0| | |N|N|N|Y
H0294|021|314229|2|1|4|30|N|N|N|Y
H0294|021|314228|2|1|4|30|N|N|N|Y
H0294|023|312950|2|1|4|30|N|N|N|Y
H0294|023|1367410|2|0| | |N|N|N|Y
H0294|023|310410|2|0| | |N|N|N|Y
H0294|023|309594|2|0| | |N|N|N|Y
H0294|023|314229|2|1|4|30|N|N|N|Y
H0294|023|314228|2|1|4|30|N|N|N|Y
H0294|024|312950|2|1|4|30|N|N|N|Y
H0294|024|1367410|2|0| | |N|N|N|Y
H0294|024|310410|2|0| | |N|N|N|Y
H0294|024|309594|2|0| | |N|N|N|Y
H0294|024|314229|2|1|4|30|N|N|N|Y
H0294|024|314228|2|1|4|30|N|N|N|Y
H0294|025|312950|2|1|4|30|N|N|N|Y
H0294|025|1367410|2|0| | |N|N|N|Y
H0294|025|310410|2|0| | |N|N|N|Y
H0294|025|309594|2|0| | |N|N|N|Y
H0294|025|314229|2|1|4|30|N|N|N|Y
H0294|025|314228|2|1|4|30|N|N|N|Y
H0294|026|312950|2|1|4|30|N|N|N|Y
H0294|026|1367410|2|0| | |N|N|N|Y
H0294|026|310410|2|0| | |N|N|N|Y
H0294|026|309594|2|0| | |N|N|N|Y
H0294|026|314229|2|1|4|30|N|N|N|Y
H0294|026|314228|2|1|4|30|N|N|N|Y
H0332|002|312950|2|1|6|30|N|N|Y|Y
H0332|002|1367410|2|1|4|28|N|N|N|Y
H0332|002|310410|2|1|30|30|N|N|N|Y
H0332|002|309594|2|1|1|30|N|N|Y|Y
H0332|002|314229|2|1|6|30|N|N|Y|Y
H0332|002|314228|2|1|6|30|N|N|Y|Y
H0332|004|312950|2|1|6|30|N|N|Y|Y
H0332|004|1367410|2|1|4|28|N|N|N|Y
H0332|004|310410|2|1|30|30|N|N|N|Y
H0332|004|309594|2|1|1|30|N|N|Y|Y
H0332|004|314229|2|1|6|30|N|N|Y|Y
H0332|004|314228|2|1|6|30|N|N|Y|Y
H0332|008|312950|2|1|6|30|N|N|Y|Y
H0332|008|1367410|2|1|4|28|N|N|N|Y
H0332|008|310410|2|1|30|30|N|N|N|Y
H0332|008|309594|2|1|1|30|N|N|Y|Y
H0332|008|314229|2|1|6|30|N|N|Y|Y
H0332|008|314228|2|1|6|30|N|N|Y|Y
H0332|009|312950|2|1|6|30|N|N|Y|Y
H0332|009|1367410|2|1|4|28|N|N|N|Y
H0332|009|310410|2|1|30|30|N|N|N|Y
H0332|009|309594|2|1|1|30|N|N|Y|Y
H0332|009|314229|2|1|6|30|N|N|Y|Y
H0332|009|314228|2|1|6|30|N|N|Y|Y
H0351|038|402273|1|1|6|30|N|N|N|Y
H0351|038|349478|1|1|6|30|N|N|N|Y
H0351|038|349479|1|1|6|30|N|N|N|Y
H0351|038|349480|1|1|6|30|N|N|N|Y
H0351|038|312950|1|1|6|30|N|N|N|Y
H0351|038|314229|1|1|6|30|N|N|N|Y
H0351|038|314228|1|1|6|30|N|N|N|Y
H0351|053|402273|1|1|6|30|N|N|N|Y
H0351|053|349478|1|1|6|30|N|N|N|Y
H0351|053|349479|1|1|6|30|N|N|N|Y
H0351|053|349480|1|1|6|30|N|N|N|Y
H0351|053|312950|1|1|6|30|N|N|N|Y
H0351|053|314229|1|1|6|30|N|N|N|Y
H0351|053|314228|1|1|6|30|N|N|N|Y
H0351|054|402273|1|1|6|30|N|N|N|Y
H0351|054|349478|1|1|6|30|N|N|N|Y
H0351|054|349479|1|1|6|30|N|N|N|Y
H0351|054|349480|1|1|6|30|N|N|N|Y
H0351|054|312950|1|1|6|30|N|N|N|Y
H0351|054|314229|1|1|6|30|N|N|N|Y
H0351|054|314228|1|1|6|30|N|N|N|Y
H0351|057|402273|1|1|6|30|N|N|N|Y
H0351|057|349478|1|1|6|30|N|N|N|Y
H0351|057|349479|1|1|6|30|N|N|N|Y
H0351|057|349480|1|1|6|30|N|N|N|Y
H0351|057|312950|1|1|6|30|N|N|N|Y
H0351|057|314229|1|1|6|30|N|N|N|Y
H0351|057|314228|1|1|6|30|N|N|N|Y
H0351|058|402273|1|1|6|30|N|N|N|Y
H0351|058|349478|1|1|6|30|N|N|N|Y
H0351|058|349479|1|1|6|30|N|N|N|Y
H0351|058|349480|1|1|6|30|N|N|N|Y
H0351|058|312950|1|1|6|30|N|N|N|Y
H0351|058|314229|1|1|6|30|N|N|N|Y
H0351|058|314228|1|1|6|30|N|N|N|Y
H0351|060|402273|1|1|6|30|N|N|N|Y
H0351|060|349478|1|1|6|30|N|N|N|Y
H0351|060|349479|1|1|6|30|N|N|N|Y
H0351|060|349480|1|1|6|30|N|N|N|Y
H0351|060|312950|1|1|6|30|N|N|N|Y
H0351|060|314229|1|1|6|30|N|N|N|Y
H0351|060|314228|1|1|6|30|N|N|N|Y
H0354|001|312950|1|1|6|30|N|N|N|Y
H0354|001|314229|1|1|6|30|N|N|N|Y
H0354|001|314228|1|1|6|30|N|N|N|Y
H0354|027|312950|1|1|6|30|N|N|N|Y
H0354|027|314229|1|1|6|30|N|N|N|Y
H0354|027|314228|1|1|6|30|N|N|N|Y
H0354|028|312950|1|1|6|30|N|N|N|Y
H0354|028|314229|1|1|6|30|N|N|N|Y
H0354|028|314228|1|1|6|30|N|N|N|Y
H0354|029|312950|1|1|6|30|N|N|N|Y
H0354|029|314229|1|1|6|30|N|N|N|Y
H0354|029|314228|1|1|6|30|N|N|N|Y
H0432|003|312950|2|1|4|30|N|N|N|Y
H0432|003|1367410|2|0| | |N|N|N|Y
H0432|003|310410|2|0| | |N|N|N|Y
H0432|003|309594|2|0| | |N|N|N|Y
H0432|003|314229|2|1|4|30|N|N|N|Y
H0432|003|314228|2|1|4|30|N|N|N|Y
H0432|004|312950|2|1|4|30|N|N|N|Y
H0432|004|1367410|2|0| | |N|N|N|Y
H0432|004|310410|2|0| | |N|N|N|Y
H0432|004|309594|2|0| | |N|N|N|Y
H0432|004|314229|2|1|4|30|N|N|N|Y
H0432|004|314228|2|1|4|30|N|N|N|Y
H0432|010|312950|2|1|4|30|N|N|N|Y
H0432|010|1367410|2|0| | |N|N|N|Y
H0432|010|310410|2|0| | |N|N|N|Y
H0432|010|309594|2|0| | |N|N|N|Y
H0432|010|314229|2|1|4|30|N|N|N|Y
H0432|010|314228|2|1|4|30|N|N|N|Y
H0473|003|1551474|2|1|120|30|Y|N|N|N
H0473|003|312950|1|1|6|30|N|N|N|N
H0473|003|314229|1|1|6|30|N|N|N|N
H0473|003|314228|1|1|6|30|N|N|N|N
H0473|004|1551474|2|1|120|30|Y|N|N|Y
H0473|004|312950|1|1|6|30|N|N|N|Y
H0473|004|314229|1|1|6|30|N|N|N|Y
H0473|004|314228|1|1|6|30|N|N|N|Y
H0473|005|1551474|2|1|120|30|Y|N|N|Y
H0473|005|312950|1|1|6|30|N|N|N|Y
H0473|005|314229|1|1|6|30|N|N|N|Y
H0473|005|314228|1|1|6|30|N|N|N|Y
H0482|001|402273|1|1|6|30|N|N|N|Y
H0482|001|349478|1|1|6|30|N|N|N|Y
H0482|001|349479|1|1|6|30|N|N|N|Y
H0482|001|349480|1|1|6|30|N|N|N|Y
H0482|001|312950|1|1|6|30|N|N|N|Y
H0482|001|314229|1|1|6|30|N|N|N|Y
H0482|001|314228|1|1|6|30|N|N|N|Y
H0482|002|402273|1|1|6|30|N|N|N|Y
H0482|002|349478|1|1|6|30|N|N|N|Y
H0482|002|349479|1|1|6|30|N|N|N|Y
H0482|002|349480|1|1|6|30|N|N|N|Y
H0482|002|312950|1|1|6|30|N|N|N|Y
H0482|002|314229|1|1|6|30|N|N|N|Y
H0482|002|314228|1|1|6|30|N|N|N|Y
H0482|003|402273|1|1|6|30|N|N|N|Y
H0482|003|349478|1|1|6|30|N|N|N|Y
H0482|003|349479|1|1|6|30|N|N|N|Y
H0482|003|349480|1|1|6|30|N|N|N|Y
H0482|003|312950|1|1|6|30|N|N|N|Y
H0482|003|314229|1|1|6|30|N|N|N|Y
H0482|003|314228|1|1|6|30|N|N|N|Y
H0482|004|402273|1|1|6|30|N|N|N|Y
H0482|004|349478|1|1|6|30|N|N|N|Y
H0482|004|349479|1|1|6|30|N|N|N|Y
H0482|004|349480|1|1|6|30|N|N|N|Y
H0482|004|312950|1|1|6|30|N|N|N|Y
H0482|004|314229|1|1|6|30|N|N|N|Y
H0482|004|314228|1|1|6|30|N|N|N|Y
H0504|037|312950|2|1|4|30|N|N|N|Y
H0504|037|314229|2|1|4|30|N|N|N|Y
H0504|037|314228|2|1|4|30|N|N|N|Y
H0504|039|312950|2|1|4|30|N|N|N|Y
H0504|039|314229|2|1|4|30|N|N|N|Y
H0504|039|314228|2|1|4|30|N|N|N|Y
H0504|040|312950|2|1|4|30|N|N|N|Y
H0504|040|314229|2|1|4|30|N|N|N|Y
H0504|040|314228|2|1|4|30|N|N|N|Y
H0504|043|312950|2|1|4|30|N|N|N|Y
H0504|043|314229|2|1|4|30|N|N|N|Y
H0504|043|314228|2|1|4|30|N|N|N|Y
H0504|049|312950|2|1|4|30|N|N|N|Y
H0504|049|314229|2|1|4|30|N|N|N|Y
H0504|049|314228|2|1|4|30|N|N|N|Y
H0523|065|207839|2|1|10|30|N|N|Y|Y
H0523|065|402273|1|1|4|30|N|N|Y|Y
H0523|065|349478|1|1|4|30|N|N|Y|Y
H0523|065|349479|1|1|4|30|N|N|Y|Y
H0523|065|349480|1|1|4|30|N|N|Y|Y
H0523|065|484814|1|1|4|30|N|N|Y|Y
H0523|065|312950|1|1|4|30|N|N|Y|Y
H0523|065|402019|1|1|4|30|N|N|Y|Y
H0523|065|1367410|1|0| | |N|N|N|Y
H0523|065|310410|1|1|30|30|N|N|N|Y
H0523|065|314229|1|1|4|30|N|N|Y|Y
H0523|065|314228|1|1|4|30|N|N|Y|Y
H0523|066|207839|2|1|10|30|N|N|Y|Y
H0523|066|402273|1|1|4|30|N|N|Y|Y
H0523|066|349478|1|1|4|30|N|N|Y|Y
H0523|066|349479|1|1|4|30|N|N|Y|Y
H0523|066|349480|1|1|4|30|N|N|Y|Y
H0523|066|484814|1|1|4|30|N|N|Y|Y
H0523|066|312950|1|1|4|30|N|N|Y|Y
H0523|066|402019|1|1|4|30|N|N|Y|Y
H0523|066|1367410|1|0| | |N|N|N|Y
H0523|066|310410|1|1|30|30|N|N|N|Y
H0523|066|314229|1|1|4|30|N|N|Y|Y
H0523|066|314228|1|1|4|30|N|N|Y|Y
H0523|067|207839|2|1|10|30|N|N|Y|Y
H0523|067|402273|1|1|4|30|N|N|Y|Y
H0523|067|349478|1|1|4|30|N|N|Y|Y
H0523|067|349479|1|1|4|30|N|N|Y|Y
H0523|067|349480|1|1|4|30|N|N|Y|Y
H0523|067|484814|1|1|4|30|N|N|Y|Y
H0523|067|312950|1|1|4|30|N|N|Y|Y
H0523|067|402019|1|1|4|30|N|N|Y|Y
H0523|067|1367410|1|0| | |N|N|N|Y
H0523|067|310410|1|1|30|30|N|N|N|Y
H0523|067|314229|1|1|4|30|N|N|Y|Y
H0523|067|314228|1|1|4|30|N|N|Y|Y
H0523|068|207839|2|1|10|30|N|N|Y|Y
H0523|068|402273|1|1|4|30|N|N|Y|Y
H0523|068|349478|1|1|4|30|N|N|Y|Y
H0523|068|349479|1|1|4|30|N|N|Y|Y
H0523|068|349480|1|1|4|30|N|N|Y|Y
H0523|068|484814|1|1|4|30|N|N|Y|Y
H0523|068|312950|1|1|4|30|N|N|Y|Y
H0523|068|402019|1|1|4|30|N|N|Y|Y
H0523|068|1367410|1|0| | |N|N|N|Y
H0523|068|310410|1|1|30|30|N|N|N|Y
H0523|068|314229|1|1|4|30|N|N|Y|Y
H0523|068|314228|1|1|4|30|N|N|Y|Y
H0523|069|207839|2|1|10|30|N|N|Y|Y
H0523|069|402273|1|1|4|30|N|N|Y|Y
H0523|069|349478|1|1|4|30|N|N|Y|Y
H0523|069|349479|1|1|4|30|N|N|Y|Y
H0523|069|349480|1|1|4|30|N|N|Y|Y
H0523|069|484814|1|1|4|30|N|N|Y|Y
